bhk,type,locality,area,price,price_unit,region,status,age
2,Apartment,SDC Dev Paradise,1040,88,L,Mira Road East,Ready to move,Resale
1,Apartment,Yash Jayesh Shah Enviro Affinity,693,65.15,L,Mira Road East,Ready to move,New
1,Apartment,Umiya Oasis,715,64.1,L,Mira Road East,Ready to move,New
3,Apartment,Rassaz Greens ,1450,1.36,Cr,Mira Road East,Ready to move,New
1,Apartment,Hiya Regency,700,60,L,Bhayandar East,Ready to move,New
1,Apartment,SK Imperial Heights,674,62.1,L,Mira Road East,Ready to move,New
1,Apartment,JK IRIS,750,71,L,Mira Road East,Ready to move,New
1,Apartment,Salasar Exotica I,747,64.75,L,Mira Road East,Under Construction,New
1,Apartment,G K Mali and C K Mali Durga Imperial,750,44.5,L,Kalyan East,Ready to move,New
2,Apartment,Arihant City Phase II,1130,67.99,L,Bhiwandi,Ready to move,New
1,Apartment,Konark Garden Phase IV,690,27.68,L,Badlapur East,Ready to move,New
1,Apartment,Samarth Shashwat Aangan Building Wing A And C,650,26,L,Badlapur West,Ready to move,New
1,Apartment,Shree Sai Kailash Parvat CHSL,582,28.19,L,Ambernath East,Ready to move,New
2,Apartment,City Icon,1050,60,L,Taloja,Ready to move,New
1,Apartment,Haware Altura,533,70,L,Vikhroli,Under Construction,New
1,Apartment,Gurukrupa Ekatvam,525,77.79,L,Vikhroli,Under Construction,New
1,Apartment,Gurukrupa Nigam,609,1.14,Cr,Ghatkopar East,Under Construction,New
2,Apartment,Gurukrupa Ugam,814,1.8,Cr,Ghatkopar East,Ready to move,Resale
2,Apartment,Nisarg Hyde Park,1050,1.1,Cr,Kharghar,Ready to move,Resale
2,Apartment,Proviso Galaxy,1100,92,L,Kharghar,Ready to move,Resale
2,Apartment,Raikar Sujata Empress,995,82,L,Kharghar,Ready to move,Resale
3,Apartment,SM Acumen,1627,1.3,Cr,Kharghar,Ready to move,Resale
1,Apartment,Dream Homes,650,65,L,Panvel,Ready to move,Resale
1,Apartment,Godrej Emerald,570,85,L,Thane West,Ready to move,Resale
2,Apartment,Rustomjee Azziano Lona,690,1.35,Cr,Thane West,Ready to move,Resale
1,Apartment,Skyline Sky Avenue,650,60,L,Ulwe,Ready to move,Resale
1,Apartment,Indralok Heights,620,60,L,Bhayandar East,Ready to move,Resale
2,Apartment,Reputed Builder Donum Dei Complex,980,1.05,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Raj Exotica,620,59,L,Mira Road East,Ready to move,Resale
3,Apartment,Sonam Indradhanush,1450,1.38,Cr,Mira Road East,Under Construction,New
2,Apartment,Sonam Indradhanush,970,1,Cr,Mira Road East,Under Construction,New
2,Apartment,PNK Shanti Garden,1020,88,L,Mira Road East,Ready to move,New
2,Apartment,Raj Exotica,690,90,L,Mira Road East,Ready to move,Resale
2,Apartment,Pratik Shree Sharanam,990,88,L,Mira Road East,Ready to move,Resale
2,Apartment,Kanungo Pinnacolo,1050,98,L,Mira Road East,Ready to move,New
2,Apartment,JP Codename Dream Home Tower B,680,63.5,L,Mira Road East,Ready to move,New
2,Apartment,Man Opus,1090,90,L,Mira Road East,Ready to move,Resale
1,Apartment,Unique Poonam Estate Cluster 2,700,65,L,Mira Road East,Ready to move,Resale
1,Apartment,Silver Platinum,710,68,L,Mira Road East,Ready to move,Resale
2,Apartment,Unique Orbit,1050,98,L,Mira Road East,Ready to move,Resale
1,Apartment,Sunder Angan,690,65,L,Mira Road East,Ready to move,Resale
2,Apartment,Strawberry Onyx,700,61,L,Mira Road East,Ready to move,Resale
1,Apartment,Strawberry The Address,700,66,L,Mira Road East,Ready to move,New
1,Apartment,Basudeo Arked,700,63,L,Mira Road East,Ready to move,Resale
2,Apartment,Bhutra Anjani Sparsh,1080,95,L,Mira Road East,Ready to move,New
2,Apartment,Siddharth Enclave,1020,2.7,Cr,Lower Parel,Ready to move,Resale
3,Apartment,Nisarg Hyde Park,1675,1.65,Cr,Kharghar,Ready to move,Resale
1,Apartment,Usha Radhe Krishna Park,500,23.6,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,450,21.6,L,Karjat,Ready to move,New
1,Apartment,Radhe Krishna Heights,695,40,L,Ulwe,Ready to move,Resale
2,Apartment,Reputed Builder Sawan Elegance Apartments,1160,1.1,Cr,Koper Khairane,Ready to move,Resale
3,Apartment,Reputed Builder Seema Apartment,1750,2.15,Cr,Andheri West,Ready to move,Resale
3,Apartment,Reputed Builder Gokul Apartment,1800,2.05,Cr,Borivali East,Ready to move,Resale
2,Apartment,Lodha Casa Bella,747,43.5,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Bella,588,31.5,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Vikhroli Tower C1,608,1.55,Cr,Vikhroli,Under Construction,New
2,Apartment,Shree Parasnath Nagari Building No 5,915,45,L,Naigaon East,Ready to move,Resale
1,Apartment,Evershine Millennium Paradise,610,1.1,Cr,Kandivali East,Ready to move,Resale
2,Apartment,ACME Avenue,900,1.25,Cr,Kandivali West,Ready to move,Resale
1,Studio Apartment,Raj Shiv Gangotri,450,30,L,Ulwe,Ready to move,Resale
3,Apartment,Paradise Sai Solitaire,1600,1.75,Cr,Kharghar,Ready to move,Resale
1,Apartment,MG Ramdev Apartment,675,45,L,Ulwe,Ready to move,Resale
1,Apartment,Reputed Builder Dream Pearl,680,52,L,Kharghar,Ready to move,Resale
3,Apartment,Vishwa Hans,1830,1.82,Cr,Kharghar,Ready to move,Resale
3,Apartment,BKS Nebula,1357,1.5,Cr,Kharghar,Ready to move,Resale
1,Apartment,Gami Trixie,900,85,L,Ulwe,Ready to move,Resale
1,Studio Apartment,Darshan Tarabaug,300,72,L,Mazagaon,Ready to move,Resale
2,Apartment,Venkatesh Jyoti Breeze,930,85,L,Mira Road East,Ready to move,Resale
1,Apartment,Venkatesh Jyoti Breeze,670,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Shree Prathamesh Vasudev Sky High,645,65,L,Mira Road East,Ready to move,Resale
2,Apartment,Mahadev Mahadev Complex,810,78,L,Mira Road East,Ready to move,Resale
1,Apartment,Shree JP Golden City Complex,640,63,L,Mira Road East,Ready to move,Resale
2,Apartment,Reputed Builder Samriddhi,900,98,L,Mira Road East,Ready to move,New
1,Apartment,Lodha Amara 3 Bhk With Deck,472,82,L,Thane West,Ready to move,Resale
3,Apartment,Kinjal La Gardenia,1400,1.15,Cr,Mira Road East,Ready to move,Resale
1,Apartment,Om Shree Tirupati Balaji Tirupati Pooja,750,72,L,Bhayandar East,Ready to move,Resale
2,Apartment,Puraniks Hometown Phase 2,680,1,Cr,Thane West,Ready to move,Resale
2,Apartment,Hiya Regency,900,88,L,Bhayandar East,Ready to move,Resale
1,Apartment,Hiya Regency,710,63,L,Bhayandar East,Ready to move,Resale
2,Apartment,Rassaz Greens ,980,90.25,L,Mira Road East,Ready to move,Resale
2,Apartment,Reputed Builder Shree Pancham,780,80,L,Borivali West,Ready to move,Resale
1,Apartment,Reputed Builder Shree Pancham,650,65,L,Borivali West,Ready to move,Resale
1,Apartment,Lodha Casa Rio,594,32,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio Gold,648,33,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,963,53,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Exotica,1596,90,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1130,79,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Rio,1161,68,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio Gold,693,32.5,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Palava Trinity A To C,1500,1.18,Cr,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1098,71,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio Gold,693,32,L,Dombivali,Ready to move,Resale
1,Apartment,Runwal Gardens,500,41,L,Dombivali,Under Construction,New
2,Apartment,Venus Skky City Phase I,676,48,L,Dombivali,Under Construction,New
3,Apartment,Lodha Casa Rio,1098,63.2,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,864,52.1,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Bella Gold,586,36,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Codename Premier,1062,80,L,Dombivali,Under Construction,New
1,Apartment,Jindal Residency,650,49,L,Panvel,Under Construction,New
2,Apartment,Landscape Heritage,1040,46,L,Ambernath East,Ready to move,New
1,Apartment,Shree Balaji Seasons Park,580,27,L,Ambernath East,Ready to move,New
2,Apartment,Kesar Gardens,1050,1.15,Cr,Kharghar,Ready to move,Resale
2,Apartment,Reputed Builder Capri Chs Ltd,680,1.5,Cr,Hiranandani Estates,Ready to move,Resale
2,Apartment,Proviso Heights,1150,85,L,Ulwe,Ready to move,Resale
1,Apartment,Siddharth Geetanjali Heights,750,62,L,Kharghar,Ready to move,Resale
3,Apartment,Rosa Bella,1150,1.7,Cr,Thane West,Ready to move,Resale
2,Apartment,Paradise Sai Riverdale,1150,85,L,Taloja,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1098,71.5,L,Dombivali,Ready to move,Resale
2,Apartment,Reputed Builder Adriatica Casa Rio,909,51.1,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Rio,1367,71,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1098,71.5,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Rio,1367,71.5,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Codename Premier,1062,80.5,L,Dombivali,Under Construction,New
1,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,457,37.1,L,Dombivali,Under Construction,New
2,Apartment,Reputed Builder Adinarayan,1200,1,Cr,Koper Khairane,Ready to move,Resale
2,Apartment,Bhairaav Gold Crest Residency,1200,1.4,Cr,Ghansoli,Under Construction,New
2,Apartment,Lodha Codename Crown Jewel,760,1.13,Cr,Thane West,Ready to move,New
1,Apartment,Lodha Codename Premier,621,45,L,Dombivali,Under Construction,New
2,Apartment,Lodha Codename Premier,918,68,L,Dombivali,Under Construction,New
2,Apartment,Runwal My City,702,45,L,Dombivali,Under Construction,New
2,Apartment,Lodha Codename Premier,918,65,L,Dombivali,Ready to move,New
1,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,520,43,L,Dombivali,Under Construction,New
2,Apartment,Lodha Casa Rio,955,55,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Exotica,1593,87,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Bella Gold,585,33,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Exotica,1593,95,L,Dombivali,Ready to move,Resale
2,Apartment,Runwal Gardens Phase 3 Bldg No 29 30,653,58,L,Dombivali,Ready to move,New
2,Apartment,Runwal My Desire,702,55.5,L,Dombivali,Ready to move,New
2,Apartment,Lodha Casa Bella Gold,864,52,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Bella Gold,645,36,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1130,75,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,779,45,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,918,61,L,Dombivali,Ready to move,New
2,Apartment,Lodha Casa Bella Gold,864,54,L,Dombivali,Ready to move,Resale
1,Apartment,Reputed Builder Casa Rio Viva,595,29,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Bella Gold,1099,81,L,Dombivali,Ready to move,Resale
2,Apartment,Reputed Builder Adriatica Casa Rio,909,51,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio,594,32.1,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio Gold,909,50.1,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio Gold,909,50,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Rio Gold,695,33,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Casa Bella Gold,651,38,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,774,38,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,909,52,L,Dombivali,Ready to move,Resale
2,Apartment,Reputed Builder Casa Rio Viva,909,52,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Rio,1161,66,L,Dombivali,Ready to move,Resale
1,Apartment,Lodha Codename Premier,670,47,L,Dombivali,Under Construction,New
2,Apartment,Reputed Builder Sophistica Casa Bela Gold,864,51,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,774,42,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Golflinks,1341,1.1,Cr,Dombivali,Ready to move,Resale
2,Apartment,Reputed Builder Adinarayan,1200,1,Cr,Koper Khairane,Ready to move,Resale
2,Apartment,Bhairaav Gold Crest Residency,1200,1.4,Cr,Ghansoli,Under Construction,New
2,Apartment,Cidco FAM CHS,1200,1.1,Cr,Koper Khairane,Ready to move,Resale
2,Apartment,Neelkanth Sunberry,1200,1.3,Cr,Ghansoli,Ready to move,Resale
2,Apartment,Bhagwati Eleganza,900,1.8,Cr,Ghansoli,Ready to move,Resale
1,Apartment,Aurum Q Residences R2,650,1.1,Cr,Ghansoli,Ready to move,Resale
2,Apartment,Neelkanth Sunberry,1180,1.65,Cr,Ghansoli,Ready to move,Resale
1,Apartment,Bhairaav Goldcrest Residency Phase 2,650,95,L,Ghansoli,Ready to move,Resale
2,Apartment,Bhairaav Goldcrest Residency Phase 2,1180,1.6,Cr,Ghansoli,Ready to move,Resale
1,Apartment,Vihan Sunshine Heights,650,85,L,Ghansoli,Ready to move,Resale
2,Apartment,Shree Siddhivinayak Tower,1180,1.45,Cr,Koper Khairane,Ready to move,Resale
1,Apartment,Proviso Tower,650,85,L,Koper Khairane,Ready to move,Resale
1,Apartment,Reputed Builder Anmol Apartments,650,45,L,Koper Khairane,Ready to move,Resale
2,Apartment,Aurum Q Residences R2,1180,2.2,Cr,Ghansoli,Ready to move,Resale
2,Apartment,Gami Vivaan,1200,1.4,Cr,Koper Khairane,Ready to move,Resale
1,Apartment,Bhairaav Goldcrest Residency Phase 2,693,95,L,Ghansoli,Ready to move,Resale
2,Apartment,Gami Reagan,1200,1.6,Cr,Ghansoli,Ready to move,Resale
2,Apartment,Gami Reagan,1200,1.45,Cr,Ghansoli,Ready to move,Resale
4,Apartment,Reputed Builder Balaji Garden,2200,3,Cr,Koper Khairane,Ready to move,Resale
1,Apartment,Gami Reagan,693,1.1,Cr,Ghansoli,Ready to move,Resale
1,Apartment,Cidco FAM CHS,650,75,L,Koper Khairane,Ready to move,Resale
3,Apartment,Agrawal Group Kauls Heritage City,1350,1.1,Cr,Vasai,Ready to move,Resale
1,Apartment,Gami Amar Harmony,738,43,L,Taloja,Ready to move,Resale
2,Apartment,JP Codename HOTCAKE,990,85,L,Mira Road East,Ready to move,New
1,Apartment,Moraj Pride,650,55,L,Ulwe,Ready to move,Resale
3,Apartment,Amisha Empire Phase I,1370,1.35,Cr,Mira Road East,Ready to move,New
1,Apartment,Amisha Empire Phase I,1050,1.03,Cr,Mira Road East,Ready to move,New
1,Apartment,Amisha Empire Phase I,675,67.5,L,Mira Road East,Ready to move,New
2,Apartment,Pragati Pant Nagar Gulmohar CHS LTD,674,1.31,Cr,Ghatkopar East,Under Construction,New
1,Apartment,Pragati Pant Nagar Gulmohar CHS LTD,434,84.71,L,Ghatkopar East,Under Construction,New
3,Apartment,Pragati Pant Nagar Gulmohar CHS LTD,888,1.73,Cr,Ghatkopar East,Under Construction,New
2,Apartment,Pragati Pant Nagar Gulmohar CHS LTD,582,1.13,Cr,Ghatkopar East,Under Construction,New
1,Apartment,Nandkumar Janki Legacy,665,61.25,L,Mira Road East,Ready to move,New
1,Apartment,Gami Trixie,725,59,L,Ulwe,Ready to move,New
1,Apartment,Shree Radha Home,520,33,L,Karanjade,Ready to move,New
2,Apartment,Reputed Builder Atlantica E Casa Rio,1000,55,L,Dombivali,Ready to move,Resale
1,Apartment,Reputed Builder Spectra Casa Bela Gold,585,32,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Bella Gold,864,55,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,955,54.5,L,Dombivali,Ready to move,Resale
1,Studio Apartment,Shree Radha Home,450,27,L,Karanjade,Ready to move,New
1,Apartment,Shree Radha Home,635,35,L,Karanjade,Ready to move,New
3,Apartment,Reputed Builder Seema Apartment,1800,2.15,Cr,Andheri West,Ready to move,Resale
1,Apartment,Swaraj Homes Yashodaya Apartment,650,55,L,Kamothe,Ready to move,Resale
1,Studio Apartment,Reputed Builder Chamunda Residency,650,54,L,Kamothe,Ready to move,Resale
1,Studio Apartment,Swastik Radha,400,34,L,Kamothe,Ready to move,Resale
1,Studio Apartment,Swastik Radha,400,34,L,Kamothe,Ready to move,Resale
1,Studio Apartment,Reputed Builder Shivkalpataru Arcade,400,33,L,Kamothe,Ready to move,Resale
1,Apartment,Midas PMGP MHADA Colony,450,55,L,Ghatkopar East,Ready to move,Resale
1,Apartment,Veena Dynasty,650,35,L,Nala Sopara,Ready to move,Resale
3,Apartment,Reputed Builder Seema Apartment,1800,2.15,Cr,Andheri West,Ready to move,Resale
3,Apartment,Reputed Builder Seema Apartment,1750,2.15,Cr,Andheri West,Ready to move,Resale
2,Apartment,RNA NG NG Paradise,1010,86,L,Mira Road East,Ready to move,Resale
2,Apartment,RKR Precious Imperial,1040,37,L,Ambernath East,Ready to move,New
2,Apartment,Patel Patel Jainam Residency,931,37,L,Ambernath East,Ready to move,Resale
1,Apartment,Patel Jainam Residency,690,26,L,Ambernath East,Ready to move,Resale
1,Apartment,Shree Balaji Seasons Park,670,27,L,Ambernath East,Ready to move,New
2,Apartment,A H A H Sapphire,939,80.3,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG RNA N G Silver Spring,1040,87.5,L,Mira Road East,Ready to move,New
2,Apartment,RNA NG RNA N G Silver Spring,1040,87,L,Mira Road East,Under Construction,New
1,Apartment,RNA NG RNA N G Silver Spring,730,59.3,L,Mira Road East,Ready to move,New
1,Apartment,RNA NG N G Silver Spring Phase II,730,59,L,Mira Road East,Under Construction,New
3,Villa,Lodha Palava Lakeside A To H,2250,1.44,Cr,Dombivali,Under Construction,New
2,Apartment,Lodha Golflinks,1341,1.11,Cr,Dombivali,Ready to move,Resale
1,Apartment,Rosa Gardenia,560,70,L,Thane West,Ready to move,Resale
2,Apartment,Larkins Pride Palms,670,1.3,Cr,Thane West,Ready to move,Resale
3,Apartment,Reza Grandeur,1450,1.3,Cr,Kharghar,Ready to move,Resale
2,Apartment,Cosmos Park,680,87,L,Thane West,Ready to move,Resale
2,Apartment,Dosti Imperia,750,1.6,Cr,Thane West,Ready to move,Resale
2,Apartment,Lucky Akashganga Complex,680,92,L,Thane West,Ready to move,Resale
1,Apartment,Shraddha Pleasant,620,66,L,Vikhroli,Under Construction,New
1,Apartment,Shraddha Pleasant,620,66,L,Vikhroli,Under Construction,New
2,Apartment,Lodha Casa Bella Gold,798,46,L,Dombivali,Ready to move,Resale
2,Apartment,Lodha Casa Rio,909,53,L,Dombivali,Ready to move,Resale
1,Apartment,Reputed Builder Spectra Casa Bela Gold,585,36,L,Dombivali,Ready to move,Resale
3,Apartment,Lodha Casa Rio,1161,67,L,Dombivali,Ready to move,Resale
2,Apartment,Ashar Edge,1050,1.55,Cr,Thane West,Ready to move,Resale
3,Apartment,Ashar Ashar Residency,1650,2.4,Cr,Thane West,Ready to move,Resale
1,Apartment,Reputed Builder Balaji Garden,488,80,L,Koper Khairane,Ready to move,Resale
2,Apartment,Lodha Casa Bella,918,65,L,Dombivali,Ready to move,Resale
2,Apartment,Progressive Prive,1180,1.1,Cr,Ulwe,Ready to move,New
2,Apartment,Cidco Millennium Tower,900,1.5,Cr,Sanpada,Ready to move,Resale
2,Apartment,B and M Vasundhara Heights,1365,1.85,Cr,Nerul,Ready to move,Resale
2,Apartment, Jainam Elysium,883,1.28,Cr,Bhandup West,Ready to move,Resale
2,Apartment,Godrej Garden Enclave,990,2.7,Cr,Vikhroli,Ready to move,Resale
1,Apartment,Srishti Mayuresh Srishti,820,1.3,Cr,Bhandup West,Ready to move,Resale
2,Apartment,Srishti Kailash Tower,800,1.6,Cr,Mulund West,Ready to move,Resale
2,Apartment,Reputed Builder Joy Homes Complex,968,1.7,Cr,Bhandup West,Ready to move,Resale
1,Apartment,Jaydeep Patidar Complex,740,1.18,Cr,Vikhroli,Ready to move,Resale
2,Apartment,Nirmal Lifestyle One Mumbai,860,1.55,Cr,Mulund West,Ready to move,Resale
3,Apartment,Godrej The Trees,1319,5.32,Cr,Vikhroli,Under Construction,New
2,Apartment,Swastik Emerald,671,1.18,Cr,Vikhroli,Under Construction,Resale
2,Apartment,Aadi Allure Wings A To E,1120,1.6,Cr,Kanjurmarg,Ready to move,Resale
1,Apartment,RNA NG Royal Park,480,91,L,Kanjurmarg,Ready to move,Resale
1,Studio Apartment,Godrej The Trees,750,1.95,Cr,Vikhroli,Ready to move,Resale
3,Apartment,Sheth Montana,1485,3,Cr,Mulund West,Ready to move,Resale
3,Apartment,RNA NG Royal Park,1200,1.95,Cr,Kanjurmarg,Ready to move,Resale
2,Apartment,Aditya Purnima Pride,610,95,L,Vikhroli,Ready to move,Resale
2,Apartment,Reputed Builder Neptune Living Point Phase II Flying Kite,1038,1.67,Cr,Bhandup West,Ready to move,Resale
1,Studio Apartment,Shraddha Pride,335,65.5,L,Vikhroli,Ready to move,Resale
1,Studio Apartment,Reputed Builder Lata Park,350,60,L,Bhandup East,Ready to move,Resale
1,Apartment,Hiranandani Regent Hill C D And E Wing,488,1.44,Cr,Powai,Ready to move,New
2,Apartment,Veeramani Rediant 59,790,1.55,Cr,Andheri East,Under Construction,New
3,Apartment,Sheth Vasant Blossom,1146,2.67,Cr,Andheri East,Under Construction,New
1,Apartment,Shree Naman Premier,580,1.35,Cr,Andheri East,Under Construction,New
2,Apartment,Sheth Vasant Oasis,789,2.08,Cr,Andheri East,Ready to move,Resale
1,Apartment,Vihang Vermont,675,62,L,Thane West,Ready to move,Resale
1,Apartment, Radhe Krishna Heights,560,25.4,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,560,24.4,L,Karjat,Ready to move,New
1,Studio Apartment,Usha Radhe Krishna Park,380,13.8,L,Karjat,Ready to move,New
1,Apartment,Usha Radhe Krishna Park,550,25.1,L,Karjat,Ready to move,New
1,Apartment, Radhe Krishna Heights,550,24.6,L,Karjat,Ready to move,New
1,Apartment,Puraniks Puranik City Sector 6,650,58,L,Thane West,Ready to move,Resale
2,Apartment,Vishesh Balaji Symphony ,1055,79,L,Panvel,Ready to move,Resale
1,Apartment,Ornate Galaxy Phase II,610,33,L,Naigaon East,Ready to move,Resale
1,Apartment,Shree Krishna Heights,615,32,L,Naigaon East,Under Construction,New
1,Apartment,KM Narmada Mohan Apartment,560,30,L,Naigaon East,Ready to move,Resale
1,Apartment,Unicorn Arena,500,26,L,Naigaon East,Ready to move,Resale
1,Apartment,Reliable Garden,530,26,L,Naigaon East,Ready to move,Resale
1,Apartment,Shree Ram Heights,605,31.5,L,Naigaon East,Under Construction,New
1,Apartment,AV Samaira Residency,700,36,L,Vasai,Under Construction,New
1,Apartment,Puraniks Puranik City Sector 6,650,58,L,Thane West,Ready to move,Resale
1,Apartment,SB Riverstone,643,50.5,L,Panvel,Under Construction,New
1,Apartment,RNA NG N G Hill Crest,650,63.56,L,Mira Road East,Ready to move,New
1,Apartment,Shree Ramdev Heights,675,62.36,L,Mira Road East,Ready to move,New
1,Apartment,Shree Ramdev Heights,675,62.59,L,Mira Road East,Ready to move,New
1,Apartment,Sanghvi Ecocity,705,68,L,Mira Road East,Under Construction,New
1,Apartment,SK Imperial Heights,674,62,L,Mira Road East,Ready to move,New
1,Apartment,Delta Woods,740,61,L,Mira Road East,Ready to move,New
1,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,715,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Raj Akshay,675,61.95,L,Mira Road East,Ready to move,Resale
1,Apartment,SK Imperial Heights,674,61.5,L,Mira Road East,Ready to move,New
1,Apartment,Nandkumar Janki Legacy,695,59,L,Mira Road East,Ready to move,Resale
1,Apartment,Raj Heritage,756,63.5,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS,750,62,L,Mira Road East,Ready to move,New
1,Apartment,Hetal Infra Riddhi Siddhi,751,61.5,L,Mira Road East,Under Construction,New
1,Apartment,JP North Barcelona,711,65,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Barcelona,837,63.5,L,Mira Road East,Under Construction,New
1,Apartment,Unique Ivana,740,60.45,L,Mira Road East,Ready to move,Resale
1,Apartment,Hetal Infra Riddhi Siddhi,751,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Kakad Paradise Phase 2,780,64,L,Mira Road East,Ready to move,Resale
1,Apartment,Hetal Infra Riddhi Siddhi,751,61.89,L,Mira Road East,Under Construction,New
1,Apartment,Delta Woods,740,61,L,Mira Road East,Ready to move,New
1,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,715,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Raj Akshay,675,61.95,L,Mira Road East,Ready to move,Resale
1,Apartment,SK Imperial Heights,674,61.5,L,Mira Road East,Ready to move,New
1,Apartment,Nandkumar Janki Legacy,695,59,L,Mira Road East,Ready to move,Resale
1,Apartment,Raj Heritage,756,63.5,L,Mira Road East,Ready to move,Resale
1,Apartment,JK IRIS,750,62,L,Mira Road East,Ready to move,New
1,Apartment,Hetal Infra Riddhi Siddhi,751,61.5,L,Mira Road East,Under Construction,New
1,Apartment,JP North Barcelona,711,65,L,Mira Road East,Ready to move,Resale
1,Apartment,JP North Barcelona,837,63.5,L,Mira Road East,Under Construction,New
1,Apartment,Unique Ivana,740,60.45,L,Mira Road East,Ready to move,Resale
1,Apartment,Hetal Infra Riddhi Siddhi,751,60,L,Mira Road East,Ready to move,Resale
1,Apartment,Kakad Paradise Phase 2,780,64,L,Mira Road East,Ready to move,Resale
1,Apartment,Hetal Infra Riddhi Siddhi,751,61.89,L,Mira Road East,Under Construction,New
1,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,715,61.2,L,Mira Road East,Ready to move,Resale
4,Apartment,Reputed Builder Krishna Residency,2400,2.7,Cr,Vashi,Ready to move,Resale
2,Apartment,Reputed Builder Shikha Tower,1000,1.55,Cr,Koper Khairane,Ready to move,Resale
1,Apartment,Moraj Prive,737,1.09,Cr,Koper Khairane,Under Construction,New
2,Apartment,Lokhandwala Octacrest,1090,2.15,Cr,Kandivali East,Ready to move,Resale
1,Apartment,Mayfair Virar Gardens Phase 2,358,29.9,L,Virar,Under Construction,New
3,Apartment,Jai Gurudeo C H S,1449,1.4,Cr,Kamothe,Ready to move,Resale
2,Apartment,Earth Aditya Heights,1050,75,L,Kamothe,Ready to move,Resale
2,Apartment,Reputed Builder Vishalgad,1100,75,L,Kamothe,Ready to move,Resale
2,Apartment,Reputed Builder Bhoomi Dhara,1100,75,L,Kamothe,Ready to move,Resale
2,Apartment,Reputed Builder Bhoomi Ratna CHS,1210,1.05,Cr,Kamothe,Ready to move,Resale
3,Apartment,Wadhwa Nest Wing A,1330,5.2,Cr,Andheri West,Ready to move,Resale
3,Apartment,Neelkanth Green Maple,1389,1.65,Cr,Thane West,Ready to move,Resale
2,Apartment,Lodha Luxuria,1107,1.54,Cr,Thane West,Ready to move,Resale
2,Apartment,Kanakia Niharika,938,1.35,Cr,Thane West,Ready to move,Resale
